Operator;Frequency
fromPoll;5
fromPromise;4
onValue;3
map;3
takeUntil;3
later;3
flatMap;2
skipWhile;1
onEnd;1
subscribe;1
flatMapLatest;1
interval;1
mergeAll;1
take;1
